price,neighbourhood_cleansed,room_type,property_type,accommodates,bedrooms,beds,minimum_nights,maximum_nights,availability_365,number_of_reviews,reviews_per_month,review_scores_rating,instant_bookable,host_is_superhost,host_identity_verified,bathrooms
373.0,South Boston,Entire home/apt,Entire rental unit,8,4.0,5.0,2,60,258,209,5.64,4.97,0,1.0,1.0,1.0
746.0,Dorchester,Entire home/apt,Entire condo,16,7.0,10.0,30,1125,302,5,0.07,5.0,1,0.0,0.0,4.0
537.0,Roxbury,Entire home/apt,Entire townhouse,16,5.0,14.0,30,1125,316,16,0.24,4.88,1,0.0,1.0,3.0
688.0,Roxbury,Entire home/apt,Entire home,16,7.0,17.0,30,1125,316,11,0.16,4.91,1,0.0,1.0,5.0
65.0,Dorchester,Private room,Private room in rental unit,2,1.0,1.0,30,365,227,6,0.12,3.83,0,0.0,1.0,1.0
87.0,Dorchester,Private room,Private room in rental unit,2,1.0,1.0,30,365,176,6,0.12,4.17,0,0.0,1.0,1.0
112.0,West End,Private room,Private room in condo,1,1.0,1.0,29,60,334,26,0.52,4.96,1,1.0,1.0,1.0
83.0,Allston,Private room,Private room in condo,2,1.0,1.0,3,60,49,145,2.74,4.98,0,1.0,1.0,1.0
89.0,Allston,Private room,Private room in home,1,1.0,1.0,3,60,62,117,2.14,4.85,0,1.0,1.0,1.0
290.0,South End,Entire home/apt,Entire rental unit,3,1.0,1.0,1,1125,321,176,2.81,4.84,0,1.0,1.0,1.0
247.0,Dorchester,Entire home/apt,Entire condo,6,3.0,4.0,91,1125,365,4,0.1,4.75,0,,1.0,1.0
191.0,South Boston Waterfront,Entire home/apt,Entire condo,2,0.0,1.0,29,730,178,6,0.15,5.0,0,1.0,1.0,1.0
130.0,Back Bay,Entire home/apt,Entire condo,2,0.0,1.0,32,1125,329,1,0.02,5.0,0,0.0,1.0,1.0
150.0,Charlestown,Entire home/apt,Entire home,7,4.0,5.0,12,100,34,6,0.12,5.0,0,1.0,1.0,2.5
311.0,Charlestown,Entire home/apt,Houseboat,2,1.0,1.0,2,1125,345,71,1.14,4.99,1,1.0,0.0,1.0
137.0,Roxbury,Entire home/apt,Entire guest suite,2,1.0,1.0,2,14,243,254,4.1,4.85,0,1.0,1.0,1.0
170.0,Bay Village,Entire home/apt,Entire condo,4,2.0,4.0,91,730,278,1,0.54,5.0,0,0.0,1.0,2.5
100.0,Charlestown,Private room,Private room in rental unit,3,1.0,1.0,29,200,365,1,0.03,5.0,0,0.0,1.0,2.0
216.0,Downtown,Entire home/apt,Entire rental unit,2,0.0,2.0,91,365,276,1,0.04,2.0,0,1.0,1.0,1.0
238.0,Downtown,Entire home/apt,Entire rental unit,2,0.0,1.0,32,1125,281,0,,,1,0.0,1.0,1.0
259.0,South End,Entire home/apt,Entire guest suite,2,1.0,2.0,3,730,233,19,1.09,5.0,0,1.0,1.0,1.0
448.0,Charlestown,Entire home/apt,Boat,6,2.0,3.0,2,1125,264,79,1.25,5.0,1,1.0,0.0,2.0
151.0,South End,Private room,Private room in bed and breakfast,2,1.0,1.0,29,1125,177,0,,,0,0.0,1.0,1.0
232.0,Back Bay,Entire home/apt,Entire condo,2,0.0,1.0,32,730,355,0,,,0,0.0,1.0,1.0
127.0,Roslindale,Entire home/apt,Entire rental unit,4,1.0,2.0,2,1125,222,246,3.94,4.71,0,0.0,1.0,1.0
145.0,Back Bay,Entire home/apt,Entire condo,2,1.0,2.0,270,1125,359,5,0.09,5.0,0,1.0,0.0,1.0
155.0,Brighton,Entire home/apt,Entire rental unit,4,1.0,1.0,180,1125,332,1,0.02,5.0,0,0.0,1.0,1.0
72.0,Roslindale,Entire home/apt,Entire loft,2,0.0,2.0,1,365,326,0,,,0,0.0,1.0,1.0
324.0,South Boston Waterfront,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,263,0,,,1,0.0,1.0,1.0
307.0,South Boston Waterfront,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,272,0,,,1,0.0,1.0,1.0
327.0,South Boston Waterfront,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,234,0,,,1,0.0,1.0,1.0
78.0,Dorchester,Private room,Private room in rental unit,2,1.0,0.0,29,1125,269,4,0.07,5.0,1,0.0,1.0,0.0
46.0,Dorchester,Private room,Private room in rental unit,2,1.0,1.0,29,1125,278,18,0.29,4.72,1,0.0,1.0,1.0
150.0,South End,Entire home/apt,Entire condo,2,1.0,1.0,29,1125,49,13,0.26,5.0,0,1.0,1.0,1.0
78.0,Roxbury,Private room,Private room in serviced apartment,1,1.0,1.0,30,1125,347,5,0.1,4.4,0,0.0,1.0,1.5
306.0,Jamaica Plain,Entire home/apt,Entire home,5,2.0,2.0,2,1125,191,72,1.17,4.86,0,1.0,1.0,1.0
257.0,Downtown,Entire home/apt,Entire rental unit,2,0.0,1.0,32,1125,61,0,,,1,0.0,1.0,1.0
313.0,South Boston Waterfront,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,277,0,,,1,0.0,1.0,1.0
316.0,South Boston Waterfront,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,282,0,,,1,0.0,1.0,1.0
60.0,Brighton,Entire home/apt,Entire rental unit,1,0.0,1.0,91,1125,152,8,0.15,5.0,0,1.0,1.0,1.0
199.0,North End,Entire home/apt,Entire condo,3,1.0,2.0,30,365,237,23,0.38,4.61,0,0.0,1.0,1.0
140.0,Mission Hill,Entire home/apt,Entire rental unit,6,3.0,3.0,29,1125,145,0,,,0,0.0,1.0,1.5
381.0,Downtown,Private room,Room in boutique hotel,2,1.0,1.0,1,21,279,538,8.78,4.42,0,0.0,1.0,1.0
411.0,Downtown,Private room,Room in boutique hotel,4,1.0,2.0,1,21,256,539,8.8,4.57,0,0.0,1.0,1.0
60.0,Allston,Private room,Private room in home,1,1.0,1.0,91,365,357,2,0.04,5.0,0,0.0,1.0,2.0
56.0,Allston,Private room,Private room in home,1,1.0,1.0,91,365,186,4,0.08,4.75,0,0.0,1.0,2.0
56.0,Allston,Private room,Private room in home,1,1.0,1.0,91,200,326,6,0.12,5.0,0,0.0,1.0,2.0
197.0,East Boston,Entire home/apt,Entire condo,4,2.0,2.0,7,300,190,171,2.86,4.94,0,1.0,1.0,2.0
644.0,Downtown,Entire home/apt,Entire serviced apartment,6,3.0,3.0,1,365,4,353,5.84,4.76,0,0.0,1.0,2.0
638.0,Downtown,Entire home/apt,Entire serviced apartment,4,2.0,2.0,1,365,23,304,5.02,4.77,0,0.0,1.0,1.0
711.0,Downtown,Entire home/apt,Entire serviced apartment,8,4.0,4.0,2,365,8,293,4.84,4.74,1,0.0,1.0,2.0
264.0,East Boston,Entire home/apt,Entire home,6,2.0,5.0,2,28,40,238,3.98,4.87,0,1.0,0.0,1.5
488.0,Downtown,Entire home/apt,Entire serviced apartment,6,3.0,3.0,1,365,4,350,5.78,4.73,1,0.0,1.0,2.0
300.0,Charlestown,Entire home/apt,Boat,2,1.0,1.0,1,1125,345,14,0.24,4.86,1,1.0,0.0,1.0
275.0,Fenway,Entire home/apt,Entire rental unit,5,2.0,2.0,32,270,262,0,,,1,1.0,1.0,2.0
230.0,Fenway,Entire home/apt,Entire rental unit,3,1.0,1.0,32,270,325,0,,,1,1.0,1.0,1.0
919.0,Downtown,Entire home/apt,Entire serviced apartment,8,4.0,4.0,1,365,27,278,4.61,4.74,1,0.0,1.0,2.0
582.0,Downtown,Entire home/apt,Entire serviced apartment,4,2.0,2.0,1,365,8,335,5.53,4.71,1,0.0,1.0,1.0
645.0,Downtown,Entire home/apt,Entire serviced apartment,8,4.0,4.0,1,90,13,265,4.38,4.72,1,0.0,1.0,2.0
623.0,Downtown,Entire home/apt,Entire serviced apartment,6,3.0,3.0,1,180,17,292,4.85,4.72,1,0.0,1.0,2.0
421.0,Downtown,Entire home/apt,Entire serviced apartment,4,2.0,2.0,1,90,23,254,4.2,4.67,1,0.0,1.0,1.0
35.0,Roslindale,Private room,Private room in home,1,1.0,1.0,29,1125,322,10,0.19,4.5,0,0.0,0.0,1.0
165.0,Jamaica Plain,Entire home/apt,Entire townhouse,2,1.0,1.0,1,1125,138,105,1.79,4.94,0,1.0,1.0,1.0
51.0,Roslindale,Private room,Private room in home,1,1.0,1.0,29,1125,322,5,0.09,4.6,0,0.0,0.0,1.0
740.0,Downtown,Entire home/apt,Entire rental unit,8,4.0,4.0,1,365,7,261,4.31,4.72,1,0.0,1.0,2.0
536.0,Downtown,Entire home/apt,Entire rental unit,4,2.0,2.0,1,365,14,308,5.09,4.68,0,0.0,1.0,1.0
277.0,Fenway,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,131,1,0.03,5.0,1,0.0,1.0,1.0
289.0,Fenway,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,276,2,0.09,4.0,1,0.0,1.0,1.0
259.0,West End,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,117,1,0.91,3.0,1,0.0,1.0,1.0
230.0,Leather District,Entire home/apt,Entire rental unit,3,1.0,1.0,32,270,338,0,,,1,1.0,1.0,1.0
240.0,Leather District,Entire home/apt,Entire rental unit,3,1.0,1.0,32,270,336,0,,,1,1.0,1.0,1.0
245.0,Downtown,Entire home/apt,Entire rental unit,3,1.0,1.0,32,270,143,0,,,1,1.0,1.0,1.0
235.0,Downtown,Entire home/apt,Entire rental unit,3,1.0,1.0,32,270,338,0,,,1,1.0,1.0,1.0
310.0,Downtown,Entire home/apt,Entire rental unit,5,2.0,2.0,32,270,303,0,,,1,1.0,1.0,2.0
354.0,East Boston,Entire home/apt,Entire serviced apartment,3,1.0,2.0,29,1125,268,7,0.12,3.57,1,0.0,1.0,1.0
261.0,Dorchester,Entire home/apt,Entire rental unit,3,3.0,4.0,1,14,217,89,1.66,4.88,1,1.0,1.0,1.0
297.0,Jamaica Plain,Entire home/apt,Entire rental unit,5,2.0,3.0,2,369,226,75,1.49,4.91,0,1.0,1.0,1.0
295.0,South Boston Waterfront,Entire home/apt,Entire rental unit,3,1.0,1.0,32,270,350,0,,,1,1.0,1.0,1.0
428.0,South Boston Waterfront,Entire home/apt,Entire rental unit,5,2.0,2.0,32,270,332,0,,,1,1.0,1.0,2.0
63.0,Roxbury,Private room,Private room in serviced apartment,1,1.0,0.0,30,1125,211,10,0.22,4.6,0,0.0,1.0,1.5
245.0,Fenway,Entire home/apt,Entire rental unit,3,1.0,1.0,32,270,174,2,0.05,4.5,1,1.0,1.0,1.0
274.0,Fenway,Entire home/apt,Entire rental unit,3,1.0,1.0,32,270,331,1,0.07,5.0,1,1.0,1.0,1.0
70.0,Roxbury,Private room,Private room in home,2,1.0,1.0,91,95,365,0,,,1,0.0,1.0,1.0
235.0,Fenway,Entire home/apt,Entire rental unit,3,1.0,1.0,32,270,345,3,0.06,5.0,1,1.0,1.0,1.0
240.0,Fenway,Entire home/apt,Entire rental unit,3,1.0,1.0,32,270,322,0,,,1,1.0,1.0,1.0
120.0,North End,Entire home/apt,Entire rental unit,5,0.0,3.0,29,365,324,26,2.13,4.92,0,0.0,1.0,1.0
235.0,Fenway,Entire home/apt,Entire rental unit,3,1.0,1.0,32,270,324,1,0.09,5.0,1,1.0,1.0,1.0
85.0,Dorchester,Private room,Private room in rental unit,1,1.0,1.0,30,60,277,5,0.29,4.8,0,1.0,1.0,1.0
419.0,Downtown,Private room,Room in boutique hotel,2,1.0,1.0,1,28,334,160,3.04,4.86,1,1.0,1.0,1.0
285.0,Fenway,Entire home/apt,Entire rental unit,5,2.0,2.0,32,270,359,0,,,1,1.0,1.0,2.0
452.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,146,1,0.03,5.0,1,0.0,1.0,1.0
329.0,Jamaica Plain,Entire home/apt,Entire condo,3,1.0,1.0,4,130,229,81,1.46,4.84,0,1.0,,1.0
240.0,West End,Entire home/apt,Entire rental unit,2,0.0,2.0,29,1125,241,2,0.07,5.0,0,0.0,1.0,1.0
215.0,Fenway,Entire home/apt,Entire rental unit,3,1.0,1.0,32,270,275,1,0.04,5.0,1,1.0,1.0,1.0
247.0,Brighton,Entire home/apt,Entire rental unit,6,2.0,4.0,30,1125,203,17,0.38,4.94,0,0.0,1.0,1.0
806.0,Downtown,Entire home/apt,Entire rental unit,8,4.0,4.0,1,1125,11,303,5.33,4.74,1,0.0,1.0,2.0
585.0,Downtown,Entire home/apt,Entire serviced apartment,4,2.0,2.0,1,1125,22,273,4.71,4.76,1,0.0,1.0,1.0
740.0,Downtown,Entire home/apt,Entire rental unit,8,4.0,4.0,1,1125,11,321,5.6,4.82,1,0.0,1.0,2.0
666.0,Downtown,Entire home/apt,Entire rental unit,6,3.0,3.0,1,1125,6,360,6.23,4.76,1,0.0,1.0,2.0
695.0,Downtown,Entire home/apt,Entire rental unit,8,4.0,4.0,1,1125,9,259,4.86,4.78,1,0.0,1.0,2.0
655.0,Downtown,Entire home/apt,Entire rental unit,8,4.0,4.0,1,1125,10,279,4.81,4.81,1,0.0,1.0,2.0
836.0,Downtown,Entire home/apt,Entire rental unit,8,4.0,4.0,1,1125,9,323,5.73,4.8,1,0.0,1.0,2.0
211.0,Downtown,Entire home/apt,Entire rental unit,2,0.0,1.0,2,500,247,92,1.76,4.32,0,0.0,1.0,1.0
221.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,2.0,2,120,257,120,2.07,4.46,0,0.0,1.0,1.0
337.0,Brighton,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,358,1,0.02,4.0,1,0.0,1.0,1.0
318.0,Brighton,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,116,0,,,1,0.0,1.0,1.0
244.0,Brighton,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,113,0,,,1,0.0,1.0,1.0
124.0,Roslindale,Entire home/apt,Entire rental unit,2,2.0,1.0,29,90,297,9,0.16,4.67,0,0.0,1.0,1.0
290.0,Charlestown,Entire home/apt,Entire rental unit,4,1.0,0.0,3,28,25,18,0.38,4.94,0,1.0,1.0,1.0
120.0,Dorchester,Entire home/apt,Entire rental unit,4,2.0,2.0,31,365,352,84,1.53,4.77,0,1.0,1.0,1.0
201.0,Allston,Entire home/apt,Entire rental unit,3,1.0,1.0,2,1125,29,12,0.21,4.75,0,0.0,1.0,1.0
236.0,Downtown,Entire home/apt,Entire rental unit,2,0.0,1.0,1,180,313,254,4.47,4.7,0,0.0,1.0,1.0
200.0,Downtown,Entire home/apt,Entire rental unit,2,0.0,1.0,1,180,237,212,3.86,4.73,0,0.0,1.0,1.0
228.0,Downtown,Entire home/apt,Entire rental unit,2,0.0,1.0,1,180,229,211,3.82,4.67,0,0.0,1.0,1.0
290.0,Downtown,Entire home/apt,Entire rental unit,2,0.0,1.0,1,180,228,211,3.76,4.72,0,0.0,1.0,1.0
279.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,1.0,1,180,243,208,3.85,4.71,0,0.0,1.0,1.0
429.0,Downtown,Entire home/apt,Entire rental unit,4,2.0,2.0,1,180,216,249,4.65,4.7,0,0.0,1.0,2.0
190.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,1.0,1,180,221,183,3.46,4.58,0,0.0,1.0,1.0
195.0,South End,Entire home/apt,Entire rental unit,2,1.0,2.0,29,365,304,16,0.32,5.0,0,1.0,0.0,1.0
402.0,South Boston,Entire home/apt,Entire condo,4,2.0,2.0,2,365,116,43,0.81,4.98,0,1.0,1.0,1.0
205.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,1.0,1,180,181,185,3.3,4.64,0,0.0,1.0,1.0
215.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,1.0,1,180,206,237,4.19,4.65,0,0.0,1.0,1.0
220.0,Downtown,Entire home/apt,Entire rental unit,2,0.0,1.0,1,180,228,210,3.77,4.6,0,0.0,1.0,1.0
251.0,Fenway,Entire home/apt,Entire rental unit,2,1.0,1.0,1,120,309,124,2.34,4.69,1,0.0,1.0,1.0
97.0,Roxbury,Entire home/apt,Entire guest suite,2,1.0,1.0,29,30,232,167,2.93,4.87,0,0.0,1.0,1.0
281.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,1.0,1,180,228,220,3.92,4.68,0,0.0,1.0,1.0
212.0,Downtown,Entire home/apt,Entire rental unit,2,0.0,1.0,1,180,278,215,3.99,4.55,0,0.0,1.0,1.0
486.0,Dorchester,Entire home/apt,Entire rental unit,10,4.0,6.0,29,90,65,86,1.53,4.9,1,1.0,1.0,2.0
251.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,32,1125,189,1,0.02,4.0,1,0.0,1.0,1.0
89.0,Beacon Hill,Private room,Private room in rental unit,1,1.0,1.0,29,1125,52,9,0.17,4.78,0,1.0,1.0,1.0
210.0,East Boston,Entire home/apt,Entire condo,4,2.0,2.0,2,28,45,168,5.13,4.89,0,1.0,1.0,1.0
74.0,South Boston,Entire home/apt,Entire guest suite,2,0.0,1.0,29,365,53,83,1.46,4.78,0,1.0,1.0,1.0
397.0,East Boston,Entire home/apt,Entire home,6,4.0,4.0,2,1125,250,191,3.47,4.98,0,0.0,0.0,1.5
335.0,Fenway,Entire home/apt,Entire rental unit,5,2.0,2.0,32,270,318,0,,,1,1.0,1.0,2.0
140.0,Dorchester,Entire home/apt,Entire rental unit,3,1.0,1.0,1,4,26,303,5.43,4.91,0,1.0,1.0,1.0
299.0,South End,Entire home/apt,Entire condo,2,1.0,1.0,29,1125,365,72,1.3,4.78,0,,1.0,1.5
209.0,Downtown,Entire home/apt,Entire rental unit,2,0.0,1.0,1,180,235,227,4.07,4.74,0,0.0,1.0,1.0
51.0,Hyde Park,Private room,Private room in home,4,1.0,2.0,1,1125,175,5,0.26,4.2,0,0.0,0.0,1.0
103.0,Roxbury,Entire home/apt,Entire rental unit,1,1.0,0.0,32,365,141,11,0.24,4.73,0,0.0,1.0,1.0
290.0,Roxbury,Entire home/apt,Entire rental unit,11,4.0,5.0,2,28,219,214,3.97,4.95,0,1.0,1.0,2.0
245.0,North End,Entire home/apt,Entire rental unit,3,1.0,1.0,29,365,250,83,1.48,4.89,1,1.0,0.0,1.0
525.0,Fenway,Entire home/apt,Entire serviced apartment,4,2.0,2.0,1,120,294,293,5.31,4.74,1,0.0,1.0,2.5
422.0,Downtown,Entire home/apt,Entire serviced apartment,4,2.0,2.0,2,365,323,234,4.28,4.65,1,0.0,1.0,2.0
404.0,Downtown,Entire home/apt,Entire serviced apartment,4,2.0,2.0,2,365,323,248,4.46,4.74,1,0.0,1.0,2.0
269.0,Mission Hill,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,0,1,0.04,3.0,1,0.0,1.0,1.0
60.0,Allston,Private room,Private room in home,1,1.0,1.0,91,365,274,6,0.13,4.67,0,0.0,1.0,2.0
574.0,Bay Village,Entire home/apt,Entire rental unit,6,3.0,3.0,2,28,61,190,3.4,4.8,0,0.0,1.0,2.0
238.0,Hyde Park,Entire home/apt,Entire rental unit,4,2.0,4.0,1,730,30,60,1.09,4.68,0,0.0,0.0,1.0
129.0,Dorchester,Entire home/apt,Entire condo,2,1.0,2.0,29,1125,89,7,0.13,4.29,0,0.0,0.0,1.0
221.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,2.0,2,500,255,120,2.19,4.4,1,0.0,1.0,1.0
737.0,Downtown,Entire home/apt,Entire rental unit,5,2.0,3.0,3,90,0,107,1.95,4.75,0,0.0,1.0,2.0
259.0,South End,Entire home/apt,Entire rental unit,4,2.0,2.0,30,365,212,18,0.64,5.0,0,1.0,0.0,2.0
196.0,Charlestown,Entire home/apt,Entire condo,4,1.0,2.0,4,1125,229,135,2.62,4.98,1,1.0,1.0,1.0
162.0,Downtown,Private room,Private room in rental unit,2,1.0,2.0,1,300,290,379,7.11,4.37,0,0.0,1.0,1.0
305.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,1.0,1,120,280,238,4.32,4.68,0,0.0,1.0,1.0
303.0,Back Bay,Entire home/apt,Entire loft,4,2.0,2.0,32,1125,209,0,,,1,0.0,1.0,1.0
675.0,South End,Entire home/apt,Entire condo,5,3.0,3.0,29,1125,365,41,0.75,4.59,0,,1.0,1.5
192.0,Dorchester,Entire home/apt,Entire rental unit,5,3.0,4.0,3,28,226,183,3.8,4.82,1,0.0,1.0,1.0
274.0,Roslindale,Entire home/apt,Entire rental unit,5,2.0,2.0,3,28,281,106,2.0,4.99,0,1.0,1.0,1.5
290.0,Roxbury,Entire home/apt,Entire loft,2,1.0,1.0,32,1125,298,0,,,1,0.0,1.0,1.0
306.0,Roxbury,Entire home/apt,Entire loft,2,0.0,1.0,32,1125,326,1,0.04,5.0,1,0.0,1.0,1.0
353.0,Roxbury,Entire home/apt,Entire loft,2,1.0,1.0,32,1125,337,1,0.02,5.0,1,0.0,1.0,1.0
299.0,Roxbury,Entire home/apt,Entire loft,2,0.0,1.0,32,1125,328,0,,,1,0.0,1.0,1.0
399.0,Downtown,Entire home/apt,Entire rental unit,4,2.0,2.0,2,365,302,284,5.2,4.65,1,0.0,1.0,2.0
237.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,1.0,1,120,295,227,4.29,4.69,1,0.0,1.0,1.0
417.0,Downtown,Entire home/apt,Entire rental unit,4,2.0,2.0,2,365,300,262,4.77,4.73,1,0.0,1.0,2.0
398.0,Downtown,Entire home/apt,Entire rental unit,5,2.0,2.0,2,365,289,253,4.61,4.5,1,0.0,1.0,1.5
307.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,1.0,1,119,299,246,4.59,4.7,1,0.0,1.0,1.0
158.0,Dorchester,Entire home/apt,Entire rental unit,4,1.0,2.0,1,1125,271,409,7.47,4.93,0,1.0,1.0,1.0
528.0,Mattapan,Entire home/apt,Entire rental unit,10,4.0,5.0,3,1125,346,65,1.2,4.97,0,1.0,1.0,2.0
267.0,Fenway,Entire home/apt,Entire rental unit,2,1.0,1.0,1,120,235,205,3.76,4.66,1,0.0,1.0,1.0
265.0,South Boston Waterfront,Entire home/apt,Entire condo,6,2.0,3.0,29,29,305,121,2.22,4.86,0,0.0,1.0,2.0
100.0,East Boston,Entire home/apt,Entire rental unit,5,1.0,3.0,29,1125,159,91,1.66,4.57,0,1.0,1.0,1.0
272.0,East Boston,Entire home/apt,Entire rental unit,6,2.0,3.0,2,60,152,238,4.34,4.8,1,1.0,1.0,1.0
401.0,South End,Entire home/apt,Entire condo,4,2.0,2.0,29,1125,365,53,0.98,4.6,1,,1.0,1.5
193.0,Jamaica Plain,Entire home/apt,Entire rental unit,5,2.0,3.0,2,365,245,29,0.53,4.24,0,1.0,1.0,1.0
86.0,East Boston,Private room,Private room in home,2,1.0,1.0,1,3,65,556,10.21,4.81,0,1.0,1.0,1.0
98.0,East Boston,Private room,Private room in home,2,1.0,1.0,1,4,62,472,8.64,4.86,0,1.0,1.0,1.0
472.0,South Boston,Entire home/apt,Entire home,6,3.0,5.0,2,1125,281,194,3.8,4.98,0,1.0,1.0,2.5
589.0,Downtown,Entire home/apt,Entire serviced apartment,6,3.0,3.0,1,365,8,287,5.38,4.76,1,0.0,1.0,2.0
571.0,Downtown,Entire home/apt,Entire serviced apartment,4,2.0,2.0,1,1125,17,316,5.85,4.8,1,0.0,1.0,1.0
70.0,Dorchester,Private room,Private room in rental unit,2,1.0,1.0,29,365,46,3,0.33,4.67,1,0.0,1.0,1.0
67.0,Dorchester,Private room,Private room in rental unit,2,2.0,1.0,30,90,282,6,0.12,4.83,0,0.0,1.0,1.0
505.0,Downtown,Entire home/apt,Entire serviced apartment,4,2.0,2.0,1,365,19,267,4.94,4.65,0,0.0,1.0,1.0
513.0,Downtown,Entire home/apt,Entire serviced apartment,4,2.0,2.0,1,365,12,319,5.87,4.69,1,0.0,1.0,1.0
345.0,Fenway,Entire home/apt,Entire rental unit,5,2.0,2.0,32,270,345,2,0.07,5.0,1,1.0,1.0,2.0
292.0,Downtown,Entire home/apt,Entire serviced apartment,2,1.0,1.0,5,1125,242,223,4.2,4.54,0,0.0,1.0,1.0
617.0,Dorchester,Entire home/apt,Entire home,16,5.0,10.0,2,1125,301,125,2.29,4.96,0,1.0,1.0,2.0
256.0,South Boston,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,280,2,0.05,5.0,1,0.0,1.0,1.0
274.0,South Boston,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,305,0,,,1,0.0,1.0,1.0
50.0,Roxbury,Private room,Private room in rental unit,2,1.0,1.0,29,29,208,51,0.97,4.29,1,0.0,1.0,2.0
228.0,Dorchester,Entire home/apt,Entire rental unit,3,1.0,2.0,1,30,363,49,0.99,4.88,1,0.0,1.0,1.0
282.0,Allston,Entire home/apt,Entire condo,6,2.0,3.0,3,90,61,195,3.59,4.96,0,1.0,1.0,1.0
204.0,Roslindale,Entire home/apt,Entire condo,4,3.0,4.0,29,365,329,7,0.14,5.0,0,1.0,0.0,1.0
193.0,Beacon Hill,Entire home/apt,Entire rental unit,3,1.0,1.0,1,1125,205,417,7.97,4.86,0,1.0,1.0,1.0
278.0,South End,Entire home/apt,Entire rental unit,3,1.0,1.0,29,120,327,0,,,0,1.0,1.0,1.0
463.0,Dorchester,Entire home/apt,Entire condo,10,4.0,6.0,3,28,68,94,1.73,4.72,1,1.0,1.0,2.0
307.0,Mattapan,Entire home/apt,Entire townhouse,6,3.0,4.0,3,365,349,20,0.48,4.95,0,0.0,1.0,1.0
520.0,Dorchester,Entire home/apt,Entire rental unit,10,4.0,5.0,3,28,64,79,1.47,4.81,1,1.0,1.0,2.0
749.0,Downtown,Entire home/apt,Entire condo,6,3.0,4.0,2,365,297,143,2.78,4.93,0,1.0,0.0,1.5
158.0,Roxbury,Entire home/apt,Entire rental unit,2,1.0,1.0,1,120,149,37,1.75,4.68,0,1.0,1.0,1.0
553.0,Fenway,Entire home/apt,Entire rental unit,4,2.0,2.0,32,1125,361,0,,,1,0.0,1.0,2.0
160.0,Brighton,Entire home/apt,Entire rental unit,4,2.0,0.0,29,1125,71,1,0.07,1.0,1,0.0,1.0,2.0
438.0,Roxbury,Entire home/apt,Entire home,12,4.0,6.0,29,1125,347,9,0.18,5.0,1,1.0,1.0,2.5
107.0,Bay Village,Shared room,Shared room in rental unit,1,1.0,1.0,1,365,244,72,1.78,4.49,1,0.0,1.0,1.0
166.0,North End,Entire home/apt,Entire rental unit,3,2.0,2.0,10,730,318,16,0.34,4.81,1,0.0,1.0,1.0
230.0,Back Bay,Entire home/apt,Entire rental unit,3,1.0,1.0,32,270,329,0,,,1,1.0,1.0,0.0
82.0,Brighton,Private room,Private room in home,2,1.0,1.0,29,31,247,80,1.52,4.95,1,1.0,1.0,2.0
165.0,Brighton,Entire home/apt,Entire rental unit,4,2.0,2.0,29,60,69,1,0.06,5.0,1,0.0,1.0,2.0
93.0,Brighton,Private room,Private room in home,2,1.0,1.0,29,31,223,102,1.93,4.9,1,1.0,1.0,2.0
236.0,Fenway,Entire home/apt,Entire rental unit,2,1.0,2.0,1,1125,134,241,4.5,4.82,0,1.0,1.0,1.0
240.0,Fenway,Entire home/apt,Entire rental unit,3,1.0,1.0,32,270,331,3,0.1,5.0,1,1.0,1.0,1.0
240.0,Fenway,Entire home/apt,Entire rental unit,3,1.0,1.0,32,270,359,0,,,1,1.0,1.0,1.0
125.0,Brighton,Private room,Private room in home,2,1.0,2.0,1,3,346,175,3.27,4.87,0,1.0,1.0,1.0
235.0,Downtown,Entire home/apt,Entire serviced apartment,2,1.0,1.0,1,365,236,195,3.68,4.78,0,0.0,1.0,1.0
259.0,Downtown,Entire home/apt,Entire serviced apartment,2,1.0,1.0,5,365,212,206,4.04,4.71,0,0.0,1.0,1.0
254.0,Bay Village,Entire home/apt,Entire rental unit,2,1.0,1.0,1,365,237,209,3.99,4.66,0,0.0,1.0,1.0
