price,neighbourhood_cleansed,room_type,property_type,accommodates,bedrooms,beds,minimum_nights,maximum_nights,availability_365,number_of_reviews,reviews_per_month,review_scores_rating,instant_bookable,host_is_superhost,host_identity_verified,bathrooms
250.0,Roxbury,Entire home/apt,Entire home,6,3.0,6.0,29,1125,297,2,0.19,5.0,0,0.0,1.0,1.5
836.0,Charlestown,Entire home/apt,Entire home,8,4.0,5.0,29,365,88,1,0.04,5.0,0,0.0,1.0,3.0
367.0,Dorchester,Entire home/apt,Entire rental unit,6,3.0,3.0,1,365,348,41,1.39,4.8,1,0.0,1.0,2.0
569.0,South Boston,Entire home/apt,Entire home,13,4.0,7.0,2,45,317,92,3.31,4.96,0,1.0,1.0,2.5
180.0,Roslindale,Entire home/apt,Entire condo,4,2.0,2.0,3,1125,304,45,1.6,4.89,0,1.0,1.0,1.5
158.0,Dorchester,Entire home/apt,Entire rental unit,2,1.0,1.0,29,365,364,1,0.03,5.0,0,0.0,1.0,1.0
630.0,Dorchester,Private room,Private room in rental unit,2,1.0,1.0,1,365,365,0,,,1,0.0,1.0,1.0
437.0,Dorchester,Entire home/apt,Entire home,14,5.0,8.0,2,28,72,78,2.64,4.65,0,0.0,1.0,2.0
125.0,Jamaica Plain,Private room,Private room in home,2,1.0,1.0,2,1125,17,11,0.39,4.64,1,0.0,1.0,1.0
100.0,South End,Private room,Private room in condo,1,1.0,1.0,30,77,232,13,0.48,4.92,0,1.0,1.0,1.0
282.0,Fenway,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,232,9,1.93,4.89,0,0.0,1.0,1.0
185.0,Brighton,Entire home/apt,Entire rental unit,4,2.0,4.0,91,365,364,0,,,0,0.0,1.0,1.0
109.0,Dorchester,Entire home/apt,Entire home,2,1.0,1.0,31,365,362,2,0.09,5.0,0,0.0,1.0,1.0
286.0,East Boston,Entire home/apt,Entire rental unit,4,2.0,2.0,1,365,293,154,5.22,4.95,0,1.0,1.0,1.0
90.0,Dorchester,Private room,Private room in rental unit,1,1.0,1.0,29,59,237,9,0.32,4.89,0,1.0,1.0,1.0
109.0,Dorchester,Entire home/apt,Entire home,2,1.0,1.0,30,365,360,2,0.08,5.0,0,0.0,1.0,1.0
550.0,Allston,Entire home/apt,Entire rental unit,6,3.0,4.0,1,62,200,107,3.75,4.99,0,1.0,1.0,2.0
119.0,Dorchester,Entire home/apt,Entire home,3,0.0,1.0,31,365,277,4,0.14,4.75,0,0.0,1.0,1.0
355.0,Fenway,Entire home/apt,Entire rental unit,2,1.0,1.0,91,730,284,0,,,0,0.0,0.0,1.0
321.0,South End,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,245,0,,,1,0.0,1.0,1.0
381.0,South End,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,348,0,,,1,0.0,1.0,1.0
265.0,South Boston,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,207,1,0.04,3.0,1,0.0,1.0,1.0
171.0,Brighton,Entire home/apt,Entire rental unit,5,1.0,2.0,1,365,139,65,2.24,4.75,1,1.0,1.0,1.0
160.0,Beacon Hill,Private room,Private room in condo,4,1.0,2.0,2,27,343,123,4.3,4.72,0,1.0,1.0,1.0
76.0,Beacon Hill,Private room,Private room in condo,2,1.0,1.0,2,27,288,168,5.81,4.85,0,1.0,1.0,1.0
68.0,Beacon Hill,Shared room,Shared room in condo,1,1.0,1.0,2,27,345,113,3.91,4.81,0,1.0,1.0,1.0
140.0,Fenway,Entire home/apt,Entire rental unit,2,0.0,1.0,2,365,298,92,3.22,4.79,0,1.0,1.0,1.0
323.0,South End,Entire home/apt,Entire rental unit,2,1.0,1.0,1,14,343,14,0.67,4.64,1,0.0,1.0,1.0
247.0,Brighton,Entire home/apt,Entire rental unit,2,1.0,2.0,1,1125,143,95,3.37,4.85,1,1.0,1.0,1.0
434.0,Roxbury,Entire home/apt,Entire home,7,3.0,4.0,2,365,283,161,5.5,4.96,0,1.0,1.0,2.5
183.0,Mission Hill,Entire home/apt,Entire rental unit,2,0.0,1.0,2,60,185,44,2.09,4.75,0,0.0,1.0,1.0
122.0,Mission Hill,Entire home/apt,Entire rental unit,2,0.0,1.0,2,60,176,98,3.65,4.83,0,0.0,1.0,1.0
161.0,South Boston,Entire home/apt,Entire condo,2,1.0,1.0,30,365,263,0,,,0,0.0,1.0,1.0
109.0,Dorchester,Entire home/apt,Entire home,2,1.0,1.0,31,365,362,0,,,0,0.0,1.0,1.0
197.0,East Boston,Entire home/apt,Entire condo,2,1.0,1.0,1,29,125,45,1.55,4.89,0,1.0,1.0,1.0
179.0,South Boston,Private room,Private room in condo,2,1.0,1.0,1,60,85,37,1.98,5.0,0,1.0,1.0,1.0
101.0,Dorchester,Entire home/apt,Entire home,2,1.0,1.0,29,365,357,1,0.04,5.0,0,1.0,0.0,1.0
251.0,Jamaica Plain,Entire home/apt,Entire home,5,3.0,3.0,2,7,353,11,0.4,4.91,0,0.0,1.0,2.0
138.0,Dorchester,Entire home/apt,Entire rental unit,6,2.0,3.0,2,1125,24,82,2.87,4.7,0,0.0,0.0,1.0
206.0,Downtown,Entire home/apt,Entire loft,2,1.0,1.0,29,1125,207,1,0.04,5.0,1,0.0,0.0,1.0
278.0,Roxbury,Entire home/apt,Entire rental unit,4,2.0,2.0,30,1125,308,4,0.15,5.0,0,0.0,1.0,2.0
123.0,Brighton,Private room,Private room in home,2,1.0,1.0,1,1125,337,51,1.87,4.96,0,1.0,1.0,1.0
153.0,Jamaica Plain,Entire home/apt,Entire rental unit,2,1.0,1.0,91,365,358,0,,,0,0.0,1.0,1.0
699.0,South Boston Waterfront,Entire home/apt,Entire rental unit,8,3.0,7.0,29,365,353,3,0.11,4.33,0,0.0,1.0,2.0
165.0,Brighton,Entire home/apt,Entire rental unit,4,2.0,2.0,29,60,62,3,0.11,5.0,1,0.0,1.0,2.0
494.0,Downtown,Entire home/apt,Entire rental unit,4,2.0,2.0,1,365,204,112,3.97,4.72,0,0.0,1.0,2.0
399.0,Brighton,Entire home/apt,Entire rental unit,6,2.0,5.0,29,365,364,3,0.11,5.0,0,0.0,1.0,2.0
209.0,East Boston,Entire home/apt,Entire rental unit,2,1.0,1.0,3,1125,64,28,1.06,5.0,0,1.0,1.0,1.0
207.0,Roslindale,Entire home/apt,Entire rental unit,4,2.0,2.0,29,365,180,12,0.44,5.0,0,1.0,1.0,1.0
189.0,Hyde Park,Entire home/apt,Entire rental unit,6,4.0,6.0,30,365,212,4,0.25,5.0,0,0.0,1.0,2.0
56.0,Roxbury,Private room,Private room in home,2,1.0,1.0,2,14,193,57,2.25,4.74,1,0.0,1.0,1.0
175.0,Allston,Entire home/apt,Entire home,5,2.0,2.0,29,365,326,19,0.79,4.89,0,,1.0,1.0
441.0,Chinatown,Entire home/apt,Entire rental unit,4,2.0,2.0,32,1125,191,0,,,1,0.0,1.0,2.0
547.0,South End,Entire home/apt,Entire rental unit,4,2.0,2.0,3,365,4,19,0.69,4.89,0,0.0,1.0,2.5
58.0,Dorchester,Private room,Private room in home,1,1.0,1.0,29,365,281,9,0.33,4.78,0,0.0,1.0,1.5
96.0,Jamaica Plain,Private room,Private room in home,2,1.0,1.0,2,1125,110,3,0.11,4.67,0,0.0,1.0,1.0
100.0,Jamaica Plain,Private room,Private room in home,2,1.0,1.0,29,1125,281,4,0.15,5.0,0,0.0,1.0,1.0
121.0,Beacon Hill,Entire home/apt,Entire rental unit,3,1.0,1.0,29,365,183,4,0.3,5.0,0,,1.0,1.0
143.0,Dorchester,Entire home/apt,Entire guest suite,4,1.0,0.0,2,1125,176,89,3.22,4.78,0,0.0,0.0,1.0
961.0,Jamaica Plain,Entire home/apt,Entire rental unit,5,2.0,5.0,29,365,364,6,0.22,4.83,0,0.0,1.0,2.0
355.0,Bay Village,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,100,1,0.06,5.0,1,0.0,1.0,1.0
66.0,Dorchester,Private room,Private room in rental unit,1,1.0,1.0,32,365,191,6,0.23,4.83,0,1.0,1.0,1.0
279.0,Mattapan,Entire home/apt,Entire rental unit,8,3.0,3.0,29,365,364,4,0.14,4.75,0,0.0,1.0,1.0
140.0,West Roxbury,Entire home/apt,Entire rental unit,1,1.0,1.0,5,365,241,28,1.06,4.96,0,1.0,1.0,1.0
499.0,Brighton,Entire home/apt,Entire rental unit,6,2.0,5.0,29,365,364,8,0.3,4.75,0,0.0,1.0,2.0
979.0,Bay Village,Entire home/apt,Entire condo,8,3.0,5.0,1,365,264,108,3.96,4.95,0,1.0,1.0,3.0
143.0,Hyde Park,Entire home/apt,Entire home,6,3.0,3.0,30,365,327,0,,,0,0.0,1.0,1.0
307.0,Fenway,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,130,1,0.08,5.0,1,0.0,1.0,1.0
461.0,Fenway,Entire home/apt,Entire rental unit,4,2.0,2.0,32,1125,359,0,,,1,0.0,1.0,1.0
321.0,Allston,Entire home/apt,Entire rental unit,4,2.0,2.0,2,30,159,62,2.28,4.82,0,1.0,1.0,1.0
745.0,Dorchester,Entire home/apt,Entire townhouse,16,6.0,10.0,30,365,325,23,1.15,4.91,1,0.0,1.0,4.0
240.0,Dorchester,Private room,Private room in rental unit,2,1.0,1.0,29,365,364,0,,,0,0.0,1.0,1.0
196.0,Dorchester,Entire home/apt,Entire rental unit,3,2.0,2.0,60,365,361,0,,,0,0.0,1.0,1.0
170.0,Brighton,Entire home/apt,Entire rental unit,4,2.0,2.0,29,60,61,2,0.08,5.0,1,0.0,1.0,2.0
167.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,141,100,3.64,4.78,1,,1.0,1.0
201.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,149,59,2.15,4.58,1,,1.0,1.0
235.0,South End,Entire home/apt,Entire rental unit,4,0.0,2.0,1,365,139,57,2.08,4.75,1,,1.0,1.0
201.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,140,69,2.52,4.8,1,,1.0,1.0
206.0,South Boston,Entire home/apt,Entire rental unit,3,1.0,2.0,2,1125,296,97,3.7,5.0,0,1.0,1.0,1.0
326.0,Downtown,Entire home/apt,Entire rental unit,4,2.0,2.0,1,365,234,94,3.48,4.59,0,0.0,1.0,1.0
163.0,Brighton,Entire home/apt,Entire rental unit,3,1.0,2.0,1,365,136,80,3.05,4.76,1,1.0,1.0,1.0
210.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,138,96,3.5,4.78,1,,1.0,1.0
142.0,East Boston,Entire home/apt,Entire rental unit,4,2.0,2.0,1,28,147,197,7.28,4.83,1,1.0,1.0,1.0
303.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,1.0,5,365,133,113,4.15,4.5,0,0.0,1.0,1.0
624.0,Dorchester,Entire home/apt,Entire rental unit,10,5.0,6.0,1,365,334,58,2.2,4.83,1,1.0,1.0,6.0
420.0,Dorchester,Entire home/apt,Entire townhouse,12,4.0,8.0,30,365,337,29,1.1,4.9,1,1.0,1.0,2.0
66.0,Roxbury,Private room,Private room in home,1,1.0,1.0,2,365,335,34,1.26,4.62,0,0.0,1.0,1.0
239.0,South Boston Waterfront,Entire home/apt,Entire rental unit,3,1.0,1.0,30,730,322,1,0.11,5.0,1,0.0,1.0,1.0
78.0,Roxbury,Private room,Private room in home,2,1.0,1.0,2,365,269,33,1.22,4.61,0,0.0,1.0,1.0
173.0,Brighton,Entire home/apt,Entire guest suite,3,1.0,3.0,2,28,47,23,0.92,4.74,1,0.0,1.0,1.0
88.0,Roxbury,Private room,Private room in home,2,1.0,1.0,2,365,334,34,1.26,4.68,0,0.0,1.0,1.0
839.0,Back Bay,Entire home/apt,Entire rental unit,5,2.0,3.0,29,365,364,0,,,0,0.0,1.0,2.0
839.0,Back Bay,Entire home/apt,Entire rental unit,5,2.0,3.0,29,365,364,0,,,0,0.0,1.0,2.0
357.0,Fenway,Entire home/apt,Entire rental unit,4,1.0,3.0,3,120,336,10,0.38,4.9,0,1.0,1.0,1.0
255.0,Fenway,Entire home/apt,Entire rental unit,4,0.0,2.0,3,120,328,22,0.84,4.77,1,1.0,1.0,1.0
230.0,Fenway,Entire home/apt,Entire rental unit,4,0.0,2.0,3,120,287,35,1.39,4.8,1,1.0,1.0,1.0
287.0,Fenway,Entire home/apt,Entire rental unit,4,0.0,2.0,3,120,332,37,1.41,4.95,1,1.0,1.0,1.0
291.0,Fenway,Entire home/apt,Entire rental unit,4,0.0,2.0,3,120,331,25,0.93,4.76,1,1.0,1.0,1.0
265.0,Fenway,Entire home/apt,Entire rental unit,4,0.0,2.0,3,120,327,22,0.82,4.77,1,1.0,1.0,1.0
287.0,Fenway,Entire home/apt,Entire rental unit,4,1.0,2.0,3,120,334,22,0.87,4.77,1,1.0,1.0,1.0
265.0,Fenway,Entire home/apt,Entire rental unit,4,0.0,2.0,3,120,330,43,1.59,4.84,1,1.0,1.0,1.0
265.0,Fenway,Entire home/apt,Entire rental unit,4,0.0,2.0,3,120,325,42,1.58,4.9,1,1.0,1.0,1.0
839.0,Jamaica Plain,Entire home/apt,Entire rental unit,6,2.0,5.0,29,365,365,0,,,0,0.0,1.0,2.0
223.0,Allston,Entire home/apt,Entire condo,4,2.0,2.0,91,365,278,4,0.22,4.75,1,0.0,1.0,1.0
330.0,Fenway,Entire home/apt,Entire rental unit,2,1.0,1.0,1,365,110,0,,,0,0.0,1.0,1.0
154.0,Fenway,Entire home/apt,Entire rental unit,2,1.0,1.0,29,365,210,5,0.19,4.8,0,0.0,1.0,1.0
170.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,219,27,1.0,4.48,1,0.0,1.0,1.0
57.0,Allston,Private room,Private room in home,1,1.0,1.0,91,200,266,2,0.13,5.0,0,0.0,1.0,1.0
299.0,Dorchester,Entire home/apt,Entire rental unit,4,3.0,3.0,29,91,269,3,0.18,4.67,0,0.0,0.0,1.0
188.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,228,31,1.16,4.52,1,0.0,1.0,1.0
190.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,226,29,1.08,4.55,0,0.0,1.0,1.0
199.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,235,46,1.71,4.87,0,0.0,1.0,1.0
189.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,230,26,0.97,4.73,0,0.0,1.0,1.0
232.0,Roxbury,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,218,27,1.01,4.7,1,0.0,1.0,1.0
425.0,Fenway,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,273,11,0.42,4.55,0,0.0,1.0,1.0
182.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,237,16,0.59,4.38,1,0.0,1.0,1.0
175.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,216,16,0.59,4.69,0,0.0,1.0,1.0
247.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,210,19,0.75,4.89,1,0.0,1.0,1.0
195.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,229,14,0.52,4.79,1,0.0,1.0,1.0
203.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,216,26,0.98,4.46,1,0.0,1.0,1.0
222.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,233,20,0.75,4.6,1,0.0,1.0,1.0
186.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,220,14,0.52,4.36,1,0.0,1.0,1.0
189.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,215,23,0.87,4.43,1,0.0,1.0,1.0
321.0,South Boston,Entire home/apt,Entire rental unit,6,2.0,3.0,1,1125,346,119,4.49,4.94,0,1.0,1.0,1.0
83.0,East Boston,Private room,Private room in townhouse,1,1.0,1.0,1,28,331,126,6.46,4.92,0,1.0,1.0,1.0
360.0,Jamaica Plain,Entire home/apt,Entire home,6,4.0,4.0,2,365,98,5,1.1,5.0,0,0.0,1.0,1.5
362.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,306,62,2.32,4.73,1,0.0,1.0,1.0
238.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,318,69,2.58,4.78,1,0.0,1.0,1.0
152.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,227,18,0.68,4.56,1,0.0,1.0,1.0
171.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,300,24,0.9,4.42,1,0.0,1.0,1.0
173.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,211,54,2.05,4.65,1,0.0,1.0,1.0
183.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,226,20,0.75,4.65,0,0.0,1.0,1.0
233.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,230,29,1.11,4.9,0,0.0,1.0,1.0
140.0,Jamaica Plain,Entire home/apt,Entire home,2,1.0,1.0,1,26,53,96,3.61,4.93,0,1.0,1.0,1.0
98.0,Brighton,Private room,Private room in townhouse,2,1.0,1.0,2,180,19,78,2.94,4.96,0,1.0,0.0,1.0
150.0,Fenway,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,184,18,0.69,4.78,0,0.0,1.0,1.0
211.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,214,22,0.84,4.91,1,0.0,1.0,1.0
200.0,Fenway,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,325,16,0.6,4.75,1,0.0,1.0,1.0
182.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,183,10,0.38,3.8,1,0.0,1.0,1.0
197.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,226,8,0.34,4.75,1,0.0,1.0,1.0
214.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,223,16,0.64,4.06,0,0.0,1.0,1.0
179.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,308,34,1.29,4.62,0,0.0,1.0,1.0
177.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,201,25,0.95,4.92,1,0.0,1.0,1.0
191.0,Dorchester,Entire home/apt,Entire home,6,3.0,3.0,2,1125,365,13,0.53,4.54,1,0.0,1.0,3.0
194.0,East Boston,Entire home/apt,Entire condo,4,2.0,4.0,2,365,275,122,4.6,4.7,0,0.0,0.0,1.0
212.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,326,23,0.88,4.52,0,0.0,1.0,1.0
186.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,227,28,1.09,4.57,0,0.0,1.0,1.0
208.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,327,12,0.49,4.75,1,0.0,1.0,1.0
231.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,221,15,0.58,4.4,0,0.0,1.0,1.0
177.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,329,14,0.53,4.5,0,0.0,1.0,1.0
187.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,271,14,0.53,4.5,0,0.0,1.0,1.0
197.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,306,32,1.22,4.47,0,0.0,1.0,1.0
144.0,Fenway,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,216,26,0.98,4.54,0,0.0,1.0,1.0
181.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,317,19,0.72,4.68,0,0.0,1.0,1.0
65.0,Dorchester,Private room,Private room in rental unit,1,1.0,1.0,31,365,267,1,0.04,5.0,0,0.0,1.0,1.0
209.0,Hyde Park,Entire home/apt,Entire condo,6,3.0,3.0,1,365,354,50,2.13,4.86,1,1.0,1.0,1.0
100.0,West Roxbury,Entire home/apt,Entire rental unit,2,1.0,1.0,91,365,161,2,0.47,5.0,1,1.0,1.0,1.0
195.0,Back Bay,Entire home/apt,Entire rental unit,2,1.0,1.0,29,365,328,2,0.12,5.0,0,1.0,1.0,1.0
299.0,West Roxbury,Entire home/apt,Entire home,8,4.0,5.0,29,90,265,0,,,1,0.0,1.0,2.5
634.0,South Boston,Entire home/apt,Entire home,10,5.0,7.0,3,28,222,72,2.91,4.96,0,1.0,1.0,3.0
421.0,West Roxbury,Entire home/apt,Entire home,10,5.0,5.0,1,365,324,41,1.65,4.88,0,1.0,0.0,3.5
348.0,Brighton,Entire home/apt,Entire rental unit,4,2.0,2.0,32,1125,277,0,,,1,0.0,1.0,2.0
399.0,Back Bay,Entire home/apt,Entire rental unit,6,2.0,5.0,29,365,365,1,0.05,5.0,0,0.0,1.0,2.0
250.0,East Boston,Entire home/apt,Entire rental unit,4,2.0,2.0,90,500,266,3,0.14,4.67,0,1.0,1.0,1.0
300.0,Beacon Hill,Entire home/apt,Entire rental unit,2,0.0,1.0,183,365,54,0,,,0,0.0,1.0,1.0
250.0,South Boston Waterfront,Entire home/apt,Entire serviced apartment,3,1.0,2.0,9,365,8,11,0.43,4.91,0,0.0,1.0,1.0
235.0,Fenway,Entire home/apt,Entire rental unit,2,1.0,1.0,2,365,293,94,3.6,4.89,0,1.0,1.0,1.0
88.0,Mattapan,Private room,Private room in condo,2,1.0,1.0,1,1125,353,17,0.71,5.0,0,1.0,1.0,1.0
382.0,Jamaica Plain,Entire home/apt,Entire rental unit,4,2.0,3.0,29,365,296,3,0.12,3.67,1,0.0,1.0,2.0
431.0,Bay Village,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,127,0,,,1,0.0,1.0,1.0
90.0,Dorchester,Entire home/apt,Entire rental unit,2,0.0,1.0,31,730,327,1,0.13,4.0,0,1.0,0.0,1.0
455.0,Charlestown,Entire home/apt,Entire rental unit,6,3.0,4.0,2,365,137,62,2.62,4.97,0,1.0,0.0,3.0
167.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,228,15,0.79,4.0,1,0.0,1.0,1.0
150.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,215,29,1.13,4.76,1,0.0,1.0,1.0
57.0,Dorchester,Private room,Private room in rental unit,2,1.0,1.0,29,365,334,38,1.59,4.68,0,0.0,1.0,1.0
52.0,Dorchester,Private room,Private room in rental unit,2,1.0,1.0,29,365,361,40,1.64,4.88,0,0.0,1.0,1.0
57.0,Dorchester,Private room,Private room in rental unit,2,1.0,1.0,29,365,333,33,1.36,4.82,0,0.0,1.0,1.0
196.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,231,45,1.73,4.6,1,0.0,1.0,1.0
222.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,220,53,2.09,4.68,1,0.0,1.0,1.0
119.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,303,30,1.18,4.4,1,0.0,1.0,1.0
165.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,299,71,2.77,4.56,1,0.0,1.0,1.0
207.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,226,15,0.6,4.6,1,0.0,1.0,1.0
139.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,229,22,0.87,4.77,1,0.0,1.0,1.0
208.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,310,47,1.81,4.64,1,0.0,1.0,1.0
174.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,230,42,1.64,4.57,1,0.0,1.0,1.0
303.0,Brighton,Private room,Room in hotel,4,1.0,2.0,1,365,361,77,2.95,4.22,1,0.0,1.0,1.0
399.0,Brighton,Entire home/apt,Entire rental unit,6,2.0,5.0,29,365,364,4,0.16,4.75,0,0.0,1.0,2.0
399.0,Brighton,Entire home/apt,Entire rental unit,6,2.0,5.0,29,365,364,0,,,0,0.0,1.0,2.0
37.0,Roslindale,Private room,Private room in home,1,1.0,1.0,29,365,72,12,0.48,4.58,0,1.0,1.0,1.0
228.0,Dorchester,Entire home/apt,Entire home,6,3.0,4.0,3,365,55,38,2.32,4.71,0,1.0,1.0,1.5
125.0,Dorchester,Entire home/apt,Entire rental unit,2,1.0,1.0,30,365,361,0,,,0,1.0,0.0,1.0
406.0,Brighton,Private room,Room in hotel,4,1.0,2.0,1,365,363,7,0.27,3.57,1,0.0,1.0,1.0
250.0,South Boston,Private room,Private room in condo,2,1.0,1.0,1,30,72,6,0.24,5.0,0,0.0,1.0,1.0
269.0,Dorchester,Entire home/apt,Entire rental unit,15,4.0,9.0,1,28,339,80,3.11,4.73,1,1.0,1.0,2.0
69.0,West Roxbury,Private room,Private room in rental unit,2,1.0,1.0,1,365,98,40,1.58,4.85,0,1.0,0.0,1.0
147.0,Brighton,Entire home/apt,Entire home,4,1.0,1.0,29,90,364,0,,,0,0.0,1.0,1.0
212.0,Chinatown,Entire home/apt,Entire rental unit,5,2.0,2.0,91,365,146,19,0.9,4.32,0,0.0,1.0,1.0
198.0,Bay Village,Entire home/apt,Entire rental unit,2,1.0,1.0,3,500,269,50,1.95,3.98,1,0.0,1.0,1.0
305.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,218,103,4.15,4.79,0,0.0,1.0,1.0
101.0,Allston,Entire home/apt,Entire rental unit,2,1.0,1.0,91,720,297,2,0.09,4.5,0,0.0,1.0,1.0
164.0,Brighton,Entire home/apt,Entire home,4,2.0,2.0,2,365,148,44,2.02,4.89,0,1.0,0.0,1.0
130.0,Jamaica Plain,Entire home/apt,Entire condo,2,1.0,1.0,29,365,67,8,0.42,4.88,0,1.0,1.0,1.0
195.0,South End,Entire home/apt,Entire rental unit,2,0.0,2.0,1,365,149,60,2.41,4.78,1,1.0,1.0,1.0
218.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,137,91,3.63,4.78,1,1.0,1.0,1.0
188.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,1,1125,127,85,3.39,4.86,1,1.0,1.0,1.0
227.0,East Boston,Entire home/apt,Entire rental unit,4,2.0,2.0,3,90,25,52,2.08,4.98,0,1.0,1.0,1.0
349.0,Hyde Park,Entire home/apt,Entire rental unit,4,3.0,3.0,2,365,365,7,0.38,3.29,1,0.0,0.0,1.0
72.0,South Boston,Private room,Private room in rental unit,1,1.0,1.0,91,365,249,1,0.07,5.0,0,0.0,1.0,1.0
388.0,South Boston,Entire home/apt,Entire rental unit,10,5.0,5.0,91,365,364,0,,,0,0.0,1.0,2.0
190.0,Fenway,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,142,100,3.98,4.68,1,0.0,0.0,1.0
248.0,Back Bay,Entire home/apt,Entire rental unit,2,1.0,1.0,2,365,286,99,3.95,4.96,0,1.0,1.0,1.0
469.0,Jamaica Plain,Entire home/apt,Entire rental unit,4,2.0,3.0,29,365,364,0,,,0,0.0,1.0,2.0
148.0,Dorchester,Entire home/apt,Entire home,4,3.0,4.0,91,365,176,0,,,0,0.0,1.0,1.5
75.0,East Boston,Private room,Private room in home,1,1.0,1.0,1,365,229,100,5.32,4.94,0,1.0,1.0,1.0
495.0,Bay Village,Entire home/apt,Entire rental unit,6,2.0,5.0,29,365,204,16,0.64,5.0,1,1.0,1.0,2.0
341.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,32,1125,319,0,,,1,0.0,1.0,1.0
316.0,Fenway,Entire home/apt,Entire rental unit,4,2.0,2.0,2,365,300,98,3.94,4.84,0,1.0,1.0,1.0
